code;denomination
4.09.12.01.00;Fondo para la cancelación de pasivos laborales
4.09.13.00.00;Fondo	para	la	cancelación	de	deuda	por	servicios	de electricidad, teléfono, aseo, agua y condominio
4.09.13.01.00;Fondo para la cancelación de deuda por servicios de electricidad, teléfono, aseo, agua y condominio, de los organismos de la Administración Central
4.09.13.02.00;Fondo para la cancelación de deuda por servicios de electricidad, teléfono, aseo, agua y condominio, de los organismos de la Administración Descentralizada Nacional
4.09.14.00.00;Fondo para remuneraciones, pensiones y jubilaciones y otras retribuciones
4.09.14.01.00;Fondo para remuneraciones, pensiones y jubilaciones y otras retribuciones
4.09.15.00.00;Fondo para atender compromisos generados de la Ley Orgánica del Trabajo, los Trabajadores y las Trabajadoras
4.09.15.01.00;Fondo para atender compromisos generados de la Ley Orgánica del Trabajo, los Trabajadores y las Trabajadoras
4.09.16.00.00;Asignaciones	para	cancelar	compromisos	pendientes	de ejercicios económico financieros anteriores
4.09.16.01.00;Asignaciones para cancelar compromisos pendientes de ejercicios económico financieros anteriores
4.09.17.00.00;Asignaciones para cancelar la deuda Fogade – Ministerio competente en Materia de Finanzas – Banco Central de Venezuela (BCV)
4.09.17.01.00;Asignaciones para cancelar la deuda Fogade – Ministerio competente en Materia de Finanzas – Banco Central de Venezuela (BCV)
4.09.18.00.00;Asignaciones para atender los gastos de la referenda y elecciones
4.09.18.01.00;Asignaciones para atender los gastos de la referenda y elecciones
4.09.19.00.00;Asignaciones para atender los gastos por honorarios profesionales de bufetes internacionales, costas y costos judiciales
4.09.19.01.00;Asignaciones para atender los gastos por honorarios profesionales de bufetes internacionales, costas y costos judiciales
4.09.20.00.00;Fondo para atender compromisos generados por la contratación colectiva
4.09.20.01.00;Fondo para atender compromisos  generados por la  contratación colectiva
4.09.21.00.00;Proyecto social especial
4.09.21.01.00;Proyecto social especial
4.09.22.00.00;Asignaciones para programas y proyectos financiados con recursos de organismos multilaterales y/o bilaterales
4.09.22.01.00;Asignaciones para programas y proyectos financiados con recursos de organismos multilaterales y/o bilaterales
4.09.23.00.00;Asignación para proyectos
4.09.23.01.00;Asignación para proyectos
4.09.24.00.00;Programas	de	inversión	para	las	entidades	estadales, municipalidades y otras instituciones
4.09.24.01.00;Programas	de	inversión	para	las	entidades	estadales, municipalidades y otras instituciones
4.09.25.00.00;Cancelación de compromisos
4.09.25.01.00;Cancelación de compromisos
4.09.26.00.00;Asignaciones para atender gastos de los organismos del sector público
4.09.26.01.00;Asignaciones para atender gastos de los organismos del sector público
4.09.27.00.00;Convenio de Cooperación Especial
4.09.27.01.00;Convenio de Cooperación Especial
4.10.00.00.00;SERVICIO DE LA DEUDA PÚBLICA
4.10.01.00.00;Servicio de la deuda pública interna a corto plazo
4.10.01.01.00;Servicio de la deuda pública interna a corto plazo de títulos y valores
4.10.01.01.01;Amortización de la deuda pública interna a corto plazo de títulos y valores
4.10.01.01.02;Amortización de la deuda pública interna a corto plazo de letras del tesoro
4.10.01.01.03;Intereses de la deuda pública interna a corto plazo de títulos y valores
4.10.01.01.04;Intereses por mora y multas de la deuda pública interna a corto plazo de títulos y valores
4.10.01.01.05;Comisiones y otros gastos de la deuda pública interna a corto plazo de títulos y valores
4.10.01.01.06;Descuentos en colocación de títulos y valores de la deuda pública interna a corto plazo
4.10.01.01.07;Descuentos en colocación de letras del tesoro a corto plazo
4.10.01.02.00;Servicio de la deuda pública interna por préstamos a corto plazo
4.10.01.02.01;Amortización de la deuda pública interna por préstamos recibidos del sector privado a corto plazo
4.10.01.02.02;Amortización de la deuda pública interna por préstamos recibidos de la República a corto plazo
4.10.01.02.03;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados sin fines empresariales a corto plazo
4.10.01.02.04;Amortización de la deuda pública interna por préstamos recibidos de instituciones de protección social a corto plazo
4.10.01.02.05;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales petroleros a corto plazo
4.10.01.02.06;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales no petroleros a corto plazo
4.10.01.02.07;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados financieros bancarios a corto plazo
4.10.01.02.08;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados financieros no bancarios a corto plazo
4.10.01.02.09;Amortización de la deuda pública interna por préstamos recibidos del Poder Estadal a corto plazo
4.10.01.02.10;Amortización de la deuda pública interna por préstamos recibidos del Poder Municipal a corto plazo
4.10.01.02.11;Intereses de la deuda pública interna por préstamos recibidos del sector privado a corto plazo
4.10.01.02.12;Intereses de la deuda pública interna por préstamos recibidos de la República a corto plazo
4.10.01.02.13;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados sin fines empresariales a corto plazo
4.10.01.02.14;Intereses de la deuda pública interna por préstamos recibidos de instituciones de protección social a corto plazo
4.10.01.02.15;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales petroleros a corto plazo
4.10.01.02.16;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales no petroleros a corto plazo
4.10.01.02.17;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados financieros bancarios a corto plazo
4.10.01.02.18;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados financieros no bancarios a corto plazo
4.10.01.02.19;Intereses de la deuda pública interna por préstamos recibidos del Poder Estadal a corto plazo
4.10.01.02.20;Intereses de la deuda pública interna por préstamos recibidos del Poder Municipal a corto plazo
4.10.01.02.21;Intereses por mora y multas de la deuda pública interna por préstamos recibidos del sector privado a corto plazo
4.10.01.02.22;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de la República a corto plazo
4.10.01.02.23;Intereses por mora y multas de la deuda pública interna por préstamos	recibidos	de	entes	descentralizados	sin fines empresariales a corto plazo
4.10.01.02.24;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de instituciones de protección social a corto plazo
4.10.01.02.25;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales petroleros a corto plazo
4.10.01.02.26;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales no petroleros a corto plazo
4.10.01.02.27;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de entes descentralizados financieros bancarios a corto plazo
4.10.01.02.28;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de entes descentralizados financieros no bancarios a corto plazo
4.10.01.02.29;Intereses por mora y multas de la deuda pública interna por préstamos recibidos del Poder Estadal a corto plazo
4.10.01.02.30;Intereses por mora y multas de la deuda pública interna por préstamos recibidos del Poder Municipal a corto plazo
4.10.01.02.31;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos del sector privado a corto plazo
4.10.01.02.32;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de la República a corto plazo
4.10.01.02.33;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados sin fines empresariales a corto plazo
4.10.01.02.34;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de instituciones de protección social a corto plazo
4.10.01.02.35;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales petroleros a corto plazo
4.10.01.02.36;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales no petroleros a corto plazo
4.10.01.02.37;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados financieros bancarios a corto plazo
4.10.01.02.38;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados financieros no bancarios a corto plazo
4.10.01.02.39;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos del Poder Estadal a corto plazo
4.10.01.02.40;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos del Poder Municipal a corto plazo
4.10.01.03.00;Servicio de la deuda pública interna indirecta por préstamos a corto plazo
4.10.01.03.01;Amortización de la deuda pública interna indirecta por préstamos recibidos del sector privado a corto plazo
4.10.01.03.02;Amortización de la deuda pública interna indirecta por préstamos recibidos del sector público a corto plazo
4.10.01.03.03;Intereses de la deuda pública interna indirecta por préstamos recibidos del sector privado a corto plazo
4.10.01.03.04;Intereses de la deuda pública interna indirecta por préstamos recibidos del sector público a corto plazo
4.10.01.03.05;Intereses por mora y multas de la deuda pública interna indirecta por préstamos recibidos del sector privado a corto plazo
4.10.01.03.06;Intereses por mora y multas de la deuda pública interna indirecta por préstamos recibidos del sector público a corto plazo
4.10.01.03.07;Comisiones y otros gastos de la deuda pública interna indirecta por préstamos recibidos del sector privado a corto plazo
4.10.01.03.08;Comisiones y otros gastos de la deuda pública interna indirecta por préstamos recibidos del sector público a corto plazo
4.10.02.00.00;Servicio de la deuda pública interna a largo plazo
4.10.02.01.00;Servicio de la deuda pública interna a largo plazo de títulos y valores
4.10.02.01.01;Amortización de la deuda pública interna a largo plazo de títulos y valores
4.10.02.01.02;Amortización de la deuda pública interna a largo plazo de letras del tesoro
4.10.02.01.03;Intereses de la deuda pública interna a largo plazo de títulos y valores
4.10.02.01.04;Intereses por mora y multas de la deuda pública interna a largo plazo de títulos y valores
4.10.02.01.05;Comisiones y otros gastos de la deuda pública interna a largo plazo de títulos y valores
4.10.02.01.06;Descuentos en colocación de títulos y valores de la deuda pública interna a largo plazo
4.10.02.01.07;Descuentos en colocación de letras del tesoro a largo plazo
4.10.02.02.00;Servicio de la deuda pública interna por préstamos a largo plazo
4.10.02.02.01;Amortización de la deuda pública interna por préstamos recibidos del sector privado a largo plazo
4.10.02.02.02;Amortización de la deuda pública interna por préstamos recibidos de la República a largo plazo
4.10.02.02.03;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados sin fines empresariales a largo plazo
4.10.02.02.04;Amortización de la deuda pública interna por préstamos recibidos de instituciones de protección social a largo plazo
4.10.02.02.05;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales petroleros a largo plazo
4.10.02.02.06;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales no petroleros a largo plazo
4.10.02.02.07;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados financieros bancarios a largo plazo
4.10.02.02.08;Amortización de la deuda pública interna por préstamos recibidos de entes descentralizados financieros no bancarios a largo plazo
4.10.02.02.09;Amortización de la deuda pública interna por préstamos recibidos del Poder Estadal a largo plazo
4.10.02.02.10;Amortización de la deuda pública interna por préstamos recibidos del Poder Municipal a largo plazo
4.10.02.02.11;Intereses de la deuda pública interna por préstamos recibidos del sector privado a largo plazo
4.10.02.02.12;Intereses de la deuda pública interna por préstamos recibidos de la República a largo plazo
4.10.02.02.13;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados sin fines empresariales a largo plazo
4.10.02.02.14;Intereses de la deuda pública interna por préstamos recibidos de instituciones de protección social a largo plazo
4.10.02.02.15;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales petroleros a largo plazo
4.10.02.02.16;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales no petroleros a largo plazo
4.10.02.02.17;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados financieros bancarios a largo plazo
4.10.02.02.18;Intereses de la deuda pública interna por préstamos recibidos de entes descentralizados financieros no bancarios a largo plazo
4.10.02.02.19;Intereses de la deuda pública interna por préstamos recibidos del Poder Estadal a largo plazo
4.10.02.02.20;Intereses de la deuda pública interna por préstamos recibidos del Poder Municipal a largo plazo
4.10.02.02.21;Intereses por mora y multas de la deuda pública interna por préstamos recibidos del sector privado a largo plazo
4.10.02.02.22;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de la República a largo plazo
4.10.02.02.23;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de entes descentralizados sin fines empresariales a largo plazo
4.10.02.02.24;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de instituciones de protección social a largo plazo
4.10.02.02.25;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales petroleros a largo plazo
4.10.02.02.26;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales no petroleros a largo plazo
4.10.02.02.27;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de entes descentralizados financieros bancarios a largo plazo
4.10.02.02.28;Intereses por mora y multas de la deuda pública interna por préstamos recibidos de entes descentralizados financieros no bancarios a largo plazo
4.10.02.02.29;Intereses por mora y multas de la deuda pública interna por préstamos recibidos del Poder Estadal a largo plazo
4.10.02.02.30;Intereses por mora y multas de la deuda pública interna por préstamos recibidos del Poder Municipal a largo plazo
4.10.02.02.31;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos del sector privado a largo plazo
4.10.02.02.32;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de la República a largo plazo
4.10.02.02.33;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados sin fines empresariales a largo plazo
4.10.02.02.34;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de instituciones de protección social a largo plazo
4.10.02.02.35;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales petroleros a largo plazo
4.10.02.02.36;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados con fines empresariales no petroleros a largo plazo
4.10.02.02.37;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados financieros bancarios a largo plazo
4.10.02.02.38;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos de entes descentralizados financieros no bancarios a largo plazo
4.10.02.02.39;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos del Poder Estadal a largo plazo
4.10.02.02.40;Comisiones y otros gastos de la deuda pública interna por préstamos recibidos del Poder Municipal a largo plazo
4.10.02.03.00;Servicio de la deuda pública interna indirecta a largo plazo de títulos y valores
4.10.02.03.01;Amortización de la deuda pública interna indirecta a largo plazo de títulos y valores
4.10.02.03.02;Intereses de la deuda pública interna indirecta a largo plazo de títulos y valores
4.10.02.03.03;Intereses por mora y multas de la deuda pública interna indirecta a largo plazo de títulos y valores
4.10.02.03.04;Comisiones y otros gastos de la deuda pública interna indirecta a largo plazo de títulos y valores
4.10.02.03.05;Descuentos en colocación de títulos y valores de la deuda pública interna indirecta de largo plazo
4.10.02.04.00;Servicio de la deuda pública interna indirecta por préstamos a largo plazo
4.10.02.04.01;Amortización de la deuda pública interna indirecta por préstamos recibidos del sector privado a largo plazo
4.10.02.04.02;Amortización de la deuda pública interna indirecta por préstamos recibidos del sector público a largo plazo
4.10.02.04.03;Intereses de la deuda pública interna indirecta por préstamos recibidos del sector privado a largo plazo
4.10.02.04.04;Intereses de la deuda pública interna indirecta por préstamos recibidos del sector público a largo plazo
4.10.02.04.05;Intereses por mora y multas de la deuda pública interna indirecta por préstamos recibidos del sector privado a largo plazo
4.10.02.04.06;Intereses por mora y multas de la deuda pública interna indirecta por préstamos recibidos del sector público a largo plazo
4.10.02.04.07;Comisiones y otros gastos de la deuda pública interna indirecta por préstamos recibidos del sector privado a largo plazo
4.10.02.04.08;Comisiones y otros gastos de la deuda pública interna indirecta por préstamos recibidos del sector público a largo plazo
4.10.03.00.00;Servicio de la deuda pública externa a corto plazo
4.10.03.01.00;Servicio de la deuda pública externa a corto plazo de títulos y valores
4.10.03.01.01;Amortización de la deuda pública externa a corto plazo de títulos y valores
4.10.03.01.02;Intereses de la deuda pública externa a corto plazo de títulos y valores
4.10.03.01.03;Intereses por mora y multas de la deuda pública externa a corto plazo de títulos y valores
4.10.03.01.04;Comisiones y otros gastos de la deuda pública externa a corto plazo de títulos y valores
4.10.03.01.05;Descuentos en colocación de títulos y valores de la deuda pública externa a corto plazo
4.10.03.02.00;Servicio de la deuda pública externa por préstamos a corto plazo
4.10.03.02.01;Amortización de la deuda pública externa por préstamos recibidos de gobiernos extranjeros a corto plazo
4.10.03.02.02;Amortización de la deuda pública externa por préstamos recibidos de organismos internacionales a corto plazo
4.10.03.02.03;Amortización de la deuda pública externa por préstamos recibidos de instituciones financieras externas a corto plazo
4.10.03.02.04;Amortización de la deuda pública externa por préstamos recibidos de proveedores de bienes y servicios externos a corto plazo
4.10.03.02.05;Intereses de la deuda pública externa por préstamos recibidos de gobiernos extranjeros a corto plazo
4.10.03.02.06;Intereses de la deuda pública externa por préstamos recibidos de organismos internacionales a corto plazo
4.10.03.02.07;Intereses de la deuda pública externa por préstamos recibidos de instituciones financieras externas a corto plazo
4.10.03.02.08;Intereses de la deuda pública externa por préstamos recibidos de proveedores de bienes y servicios externos a corto plazo
4.10.03.02.09;Intereses por mora y multas de la deuda pública externa por préstamos recibidos de gobiernos extranjeros a corto plazo
4.10.03.02.10;Intereses por mora y multas de la deuda pública externa por préstamos recibidos  de organismos internacionales a corto plazo
4.10.03.02.11;Intereses por mora y multas de la deuda pública externa por préstamos recibidos de instituciones financieras externas a corto plazo
4.10.03.02.12;Intereses por mora y multas de la deuda pública externa por préstamos recibidos de proveedores de bienes y servicios externos a corto plazo
4.10.03.02.13;Comisiones y otros gastos de la deuda pública externa por préstamos recibidos de gobiernos extranjeros a corto plazo
4.10.03.02.14;Comisiones y otros gastos de la deuda pública externa por préstamos recibidos de organismos internacionales a corto plazo
4.10.03.02.15;Comisiones y otros gastos de la deuda pública externa por préstamos recibidos de instituciones financieras externas a corto plazo
4.10.03.02.16;Comisiones y otros gastos de la deuda pública externa por préstamos recibidos de proveedores de bienes y servicios externos a corto plazo
4.10.03.03.00;Servicio de la deuda pública externa indirecta por préstamos a corto plazo
4.10.03.03.01;Amortización de la deuda pública externa indirecta por préstamos recibidos de gobiernos extranjeros a corto plazo
4.10.03.03.02;Amortización de la deuda pública externa indirecta por préstamos recibidos de organismos internacionales a corto plazo
4.10.03.03.03;Amortización de la deuda pública externa indirecta por préstamos recibidos de instituciones financieras externas a corto plazo
4.10.03.03.04;Amortización de la deuda pública externa indirecta por préstamos recibidos de proveedores de bienes y servicios externos a corto plazo
4.10.03.03.05;Intereses de la deuda pública externa indirecta por préstamos recibidos de gobiernos extranjeros a corto plazo
4.10.03.03.06;Intereses de la deuda pública externa indirecta por préstamos recibidos de organismos internacionales a corto plazo
4.10.03.03.07;Intereses de la deuda pública externa indirecta por préstamos recibidos de instituciones financieras externas a corto plazo
4.10.03.03.08;Intereses de la deuda pública externa indirecta por préstamos recibidos de proveedores de bienes y servicios externos a corto plazo
4.10.03.03.09;Intereses por mora y multas de la deuda pública externa indirecta por préstamos recibidos de gobiernos extranjeros a corto plazo
4.10.03.03.10;Intereses por mora y multas de la deuda pública externa indirecta por préstamos recibidos de organismos internacionales a corto plazo
4.10.03.03.11;Intereses por mora y multas de la deuda pública externa indirecta por préstamos recibidos de instituciones financieras externas a corto plazo
4.10.03.03.12;Intereses por mora y multas de la deuda pública externa indirecta por préstamos recibidos de proveedores de bienes y servicios externos a corto plazo
4.10.03.03.13;Comisiones y otros gastos de la deuda pública externa indirecta por préstamos recibidos de gobiernos extranjeros a corto plazo
4.10.03.03.14;Comisiones y otros gastos de la deuda pública externa indirecta por préstamos recibidos de organismos internacionales a corto plazo
4.10.03.03.15;Comisiones y otros gastos de la deuda pública externa indirecta por préstamos	recibidos de instituciones financieras externas a corto plazo
4.10.03.03.16;Comisiones y otros gastos de la deuda pública externa indirecta por préstamos recibidos de proveedores de bienes y servicios externos a corto plazo
4.10.04.00.00;Servicio de la deuda pública externa a largo plazo
4.10.04.01.00;Servicio de la deuda pública externa a largo plazo de títulos y valores
4.10.04.01.01;Amortización de la deuda pública externa a largo plazo de títulos y valores
4.10.04.01.02;Intereses de la deuda pública externa a largo plazo de títulos y valores
4.10.04.01.03;Intereses por mora y multas de la deuda pública externa a largo plazo de títulos y valores
4.10.04.01.04;Comisiones y otros gastos de la deuda pública externa a largo plazo de títulos y valores
4.10.04.01.05;Descuentos en colocación de títulos y valores de la deuda pública externa a largo plazo
4.10.04.02.00;Servicio de la deuda pública externa por préstamos a largo plazo
4.10.04.02.01;Amortización de la deuda pública externa por préstamos recibidos de gobiernos extranjeros a largo plazo
4.10.04.02.02;Amortización de la deuda pública externa por préstamos recibidos de organismos internacionales a largo plazo
4.10.04.02.03;Amortización de la deuda pública externa por préstamos recibidos de instituciones financieras externas a largo plazo
4.10.04.02.04;Amortización de la deuda pública externa por préstamos recibidos de proveedores de bienes y servicios externos  a largo plazo
4.10.04.02.05;Intereses de la deuda pública externa por préstamos recibidos de gobiernos extranjeros  a largo plazo
4.10.04.02.06;Intereses de la deuda pública externa por préstamos recibidos de organismos internacionales a largo plazo
4.10.04.02.07;Intereses de la deuda pública externa por préstamos recibidos de instituciones financieras externas a largo plazo
4.10.04.02.08;Intereses de la deuda pública externa por préstamos recibidos de proveedores de bienes y servicios externos  a largo plazo
4.10.04.02.09;Intereses por mora y multas de la deuda pública externa por préstamos recibidos de gobiernos extranjeros  a largo plazo
4.10.04.02.10;Intereses por mora y multas de la deuda pública externa por préstamos recibidos de organismos internacionales a largo plazo
4.10.04.02.11;Intereses por mora y multas de la deuda pública externa por préstamos recibidos de instituciones financieras externas a largo plazo
4.10.04.02.12;Intereses por mora y multas de la deuda pública externa por préstamos recibidos de proveedores de bienes y servicios externos a largo plazo
4.10.04.02.13;Comisiones y otros gastos de la deuda pública externa por préstamos recibidos de gobiernos extranjeros a largo plazo
4.10.04.02.14;Comisiones y otros gastos de la deuda pública externa por préstamos recibidos de organismos internacionales a largo plazo
4.10.04.02.15;Comisiones y otros gastos de la deuda pública externa por préstamos recibidos de instituciones financieras externas a largo plazo
4.10.04.02.16;Comisiones y otros gastos de la deuda pública externa por préstamos recibidos de proveedores de bienes y servicios externos a largo plazo
4.10.04.03.00;Servicio de la deuda pública externa indirecta a largo plazo de títulos y valores
4.10.04.03.01;Amortización de la deuda pública externa indirecta a largo plazo de títulos y valores
4.10.04.03.02;Intereses de la deuda pública externa indirecta a largo plazo de títulos y valores
4.10.04.03.03;Intereses por mora y multas de la deuda pública externa indirecta a largo plazo de títulos y valores
4.10.04.03.04;Comisiones y otros gastos de la deuda pública externa indirecta a largo plazo de títulos y valores
4.10.04.03.05;Descuentos en colocación de títulos y valores de la deuda pública externa indirecta a largo plazo
4.10.04.04.00;Servicio de la deuda pública externa indirecta por préstamos a largo plazo
4.10.04.04.01;Amortización de la deuda pública externa indirecta por préstamos recibidos de gobiernos extranjeros a largo plazo
4.10.04.04.02;Amortización de la deuda pública externa indirecta por préstamos recibidos de organismos internacionales a largo plazo
4.10.04.04.03;Amortización de la deuda pública externa indirecta por préstamos recibidos de instituciones financieras externas a largo plazo
4.10.04.04.04;Amortización de la deuda pública externa indirecta por préstamos recibidos de proveedores de bienes y servicios externos a largo plazo
4.10.04.04.05;Intereses de la deuda pública externa indirecta por préstamos recibidos de gobiernos extranjeros a largo plazo
4.10.04.04.06;Intereses de la deuda pública externa indirecta por préstamos recibidos de organismos internacionales a largo plazo
4.10.04.04.07;Intereses de la deuda pública externa indirecta por préstamos recibidos de instituciones financieras externas a largo plazo
4.10.04.04.08;Intereses de la deuda pública externa indirecta por préstamos recibidos de proveedores de bienes y servicios externos a largo plazo
4.10.04.04.09;Intereses por mora y multas de la deuda pública externa indirecta por préstamos recibidos de gobiernos extranjeros a largo plazo
4.10.04.04.10;Intereses por mora y multas de la deuda pública externa indirecta por préstamos recibidos de organismos internacionales a largo plazo
4.10.04.04.11;Intereses por mora y multas de la deuda pública externa indirecta por préstamos recibidos de instituciones financieras externas a largo plazo
4.10.04.04.12;Intereses por mora y multas de la deuda pública externa indirecta por préstamos recibidos de proveedores de bienes y servicios externos a largo plazo
4.10.04.04.13;Comisiones y otros gastos de la deuda pública externa indirecta por préstamos recibidos de gobiernos extranjeros a largo plazo
4.10.04.04.14;Comisiones y otros gastos de la deuda pública externa indirecta por préstamos recibidos de organismos internacionales a largo plazo
4.10.04.04.15;Comisiones y otros gastos de la deuda pública externa indirecta por préstamos recibidos de instituciones financieras externas a largo plazo
4.10.04.04.16;Comisiones y otros gastos de la deuda pública externa indirecta por préstamos recibidos de proveedores de bienes y servicios externos a largo plazo
4.10.05.00.00;Reestructuración y/o refinanciamiento de la deuda publica
4.10.05.01.00;Disminución por reestructuración y/o refinanciamiento de la deuda interna a largo plazo, en a corto plazo
4.10.05.02.00;Disminución por reestructuración y/o refinanciamiento de la deuda interna a corto plazo, en a largo plazo
4.10.05.03.00;Disminución por reestructuración y/o refinanciamiento de la deuda externa a largo plazo, en a corto plazo
4.10.05.04.00;Disminución por reestructuración y/o refinanciamiento de la deuda externa a corto plazo, en a largo plazo
4.10.05.05.00;Disminución de la deuda pública por distribuir
4.10.05.05.01;Disminución de la deuda pública interna por distribuir
4.10.05.05.02;Disminución de la deuda pública externa por distribuir
4.10.06.00.00;Servicio de la deuda pública por obligaciones de ejercicios económico financieros anteriores
4.10.06.01.00;Amortización de la deuda pública de obligaciones pendientes de ejercicios económico financieros anteriores
4.10.06.02.00;Intereses de la deuda pública de obligaciones pendientes de ejercicios económico financieros anteriores
4.10.06.03.00;Intereses por mora y multas de la deuda pública de obligaciones pendientes de ejercicios económico financieros anteriores
4.10.06.04.00;Comisiones y otros gastos de la deuda  pública de obligaciones pendientes de ejercicios económico financieros anteriores
4.11.00.00.00;DISMINUCION DE PASIVOS
4.11.01.00.00;Disminución de gastos de personal por pagar
4.11.01.01.00;Disminución de sueldos, salarios y otras remuneraciones por pagar
4.11.02.00.00;Disminución de aportes patronales y retenciones laborales por pagar
4.11.02.01.00;Disminución de aportes patronales y retenciones laborales por pagar al Instituto Venezolano de los Seguros Sociales (IVSS)
4.11.02.02.00;Disminución de aportes patronales y retenciones laborales por pagar al Instituto de Previsión Social del Ministerio de Educación (Ipasme)
4.11.02.03.00;Disminución de aportes patronales y retenciones laborales por pagar al Fondo de Jubilaciones
4.11.02.04.00;Disminución de aportes patronales y retenciones laborales por pagar al Fondo Contributivo del Régimen Prestacional de Empleo
4.11.02.05.00;Disminución de aportes patronales y retenciones laborales por pagar al Fondo de Ahorro Obligatorio para la Vivienda (FAOV)
4.11.02.06.00;Disminución de aportes patronales y retenciones laborales por pagar al seguro de vida, accidentes personales, hospitalización, cirugía, maternidad (HCM) y gastos funerarios
4.11.02.07.00;Disminución de aportes patronales y retenciones laborales por pagar a cajas de ahorro
4.11.02.08.00;Disminución de aportes patronales por pagar a organismos de seguridad social
4.11.02.09.00;Disminución de retenciones laborales por pagar al Instituto Nacional de Capacitación y Educación Socialista (Inces)
4.11.02.10.00;Disminución de retenciones laborales por pagar por pensión alimenticia
4.11.02.98.00;Disminución de otros aportes legales por pagar
4.11.02.99.00;Disminución de otras retenciones laborales por pagar
4.11.03.00.00;Disminución de cuentas y efectos por pagar a proveedores
4.11.03.01.00;Disminución de cuentas por pagar a proveedores a corto plazo
4.11.03.02.00;Disminución de efectos por pagar a proveedores a corto plazo
4.11.03.03.00;Disminución de cuentas por pagar a proveedores a mediano y largo plazo
4.11.03.04.00;Disminución de efectos por pagar a proveedores a mediano y largo plazo
4.11.04.00.00;Disminución de cuentas y efectos por pagar a contratistas
4.11.04.01.00;Disminución de cuentas por pagar a contratistas a corto plazo
4.11.04.02.00;Disminución de efectos por pagar a contratistas a corto plazo
4.11.04.03.00;Disminución de cuentas por pagar a contratistas a mediano largo y plazo
4.11.04.04.00;Disminución de efectos por pagar a contratistas a mediano y plazo
4.11.05.00.00;Disminución de intereses por pagar
4.11.05.01.00;Disminución de intereses internos por pagar
4.11.05.02.00;Disminución de intereses externos por pagar
4.11.06.00.00;Disminución de otras cuentas y efectos por pagar a corto plazo
4.11.06.01.00;Disminución de obligaciones de ejercicios económico financieros anteriores
4.11.06.02.00;Disminución de otras cuentas por pagar a corto plazo
4.11.06.03.00;Disminución de otros efectos por pagar a corto plazo
4.11.07.00.00;Disminución de pasivos diferidos
4.11.07.01.00;Disminución de pasivos diferidos a corto plazo
